SalePrice,Id
127598.90671217185,1461
154428.79909351995,1462
175679.16064152587,1463
180564.1833674511,1464
197104.1835833096,1465
183205.35005372722,1466
158453.1482112468,1467
176259.96503986506,1468
181242.3712612312,1469
123918.82787829198,1470
201528.509718152,1471
92246.28854439734,1472
93497.54244185875,1473
156268.14244594585,1474
152747.66343035924,1475
388673.8815039594,1476
249024.0114302785,1477
310176.782922606,1478
234145.1155598498,1479
442979.46166167676,1480
297115.3328344195,1481
206182.64043337991,1482
173558.10598663354,1483
179687.47584516605,1484
174703.60639021214,1485
194643.5713588506,1486
306223.55708035006,1487
229792.7893255828,1488
209733.51283328576,1489
188695.40743674932,1490
189769.01455485684,1491
92573.92560188232,1492
173899.24306145124,1493
306331.7322002906,1494
303371.30551367014,1495
239136.4990995882,1496
193650.1267150685,1497
152365.63017983822,1498
152518.9718803683,1499
151218.4130865138,1500
173451.94327253362,1501
170860.10380888372,1502
283758.19912400976,1503
230573.3992131788,1504
217718.09462429566,1505
183290.42274823016,1506
209851.1660073684,1507
197547.28917169393,1508
165208.55589728605,1509
149078.3134481763,1510
150659.15012356665,1511
170141.27097825301,1512
154517.26776613857,1513
155888.2249572882,1514
174331.02342425467,1515
160443.98888704504,1516
146180.643645131,1517
132143.3455667538,1518
225878.70747541703,1519
134559.90587251037,1520
144258.89976327235,1521
163059.4143082138,1522
117376.25146181993,1523
122816.08413449573,1524
128140.49073260852,1525
127190.12254106734,1526
100007.06841527464,1527
123600.63047702132,1528
141307.8055846922,1529
167331.14655049838,1530
124126.08358746443,1531
106801.94738272941,1532
141564.6964282719,1533
116023.2207488932,1534
148494.62031510574,1535
117463.44181802627,1536
75905.65571785456,1537
172914.9996644484,1538
212765.23229365097,1539
113536.61386414869,1540
145357.15602403542,1541
139583.8131320908,1542
209589.03940187144,1543
84155.89595033496,1544
100151.61692804802,1545
123012.14206491072,1546
134288.51292831474,1547
132710.744213734,1548
106720.03208344283,1549
139853.59035291607,1550
113979.22707037377,1551
141791.01766116623,1552
135868.27894257268,1553
112502.12900523689,1554
160889.41030371538,1555
96077.77512910098,1556
126648.29506957675,1557
84013.13139367629,1558
120459.37592587092,1559
151531.6960627246,1560
143753.01950368177,1561
123068.28903456088,1562
126239.10964595711,1563
161995.08139758074,1564
153784.66474132976,1565
216213.65580221987,1566
79761.17020154613,1567
214197.06242177903,1568
134228.5863753901,1569
117600.77812838828,1570
127765.08273573796,1571
141548.2109589337,1572
239099.76765882983,1573
107392.3545090561,1574
210892.6908426123,1575
210288.1457177681,1576
206675.25280071874,1577
148574.28751379024,1578
141290.58371429858,1579
190517.02455393225,1580
136208.8399531221,1581
129806.50361945199,1582
327654.5456750839,1583
238403.09177550813,1584
140200.09545077456,1585
73357.96968019885,1586
103621.7223363768,1587
147462.74410229916,1588
98716.04982455292,1589
130542.91488610976,1590
105012.45096639024,1591
116470.77716089338,1592
116357.40789361084,1593
120423.56744068628,1594
129416.8867818597,1595
240406.5032388412,1596
161027.0596033414,1597
182964.5226632308,1598
199083.96212076256,1599
191847.22510390112,1600
77776.5731547114,1601
104833.84489876396,1602
85150.77997520311,1603
281650.54604579275,1604
259418.2534014021,1605
169160.59195171995,1606
164911.44351649535,1607
221813.75821795387,1608
197124.38481452072,1609
158792.41520828576,1610
147369.67240450447,1611
153894.5517293365,1612
160214.54916706617,1613
121865.59834547245,1614
84460.61911237316,1615
80321.46357285664,1616
86740.34039391755,1617
124978.63292066181,1618
133030.63131143674,1619
149402.03910912861,1620
133788.43006242547,1621
150927.7557960119,1622
281300.26789890573,1623
206325.21116249918,1624
129517.58914988655,1625
171243.1837222492,1626
186832.9430979686,1627
290498.8005662559,1628
174391.98900738003,1629
275820.3626333591,1630
219423.0648916259,1631
246554.21275859588,1632
171978.8977361748,1633
179850.63081073159,1634
178902.48449973628,1635
155274.70043258287,1636
174078.01847775682,1637
217253.133452603,1638
178900.3905820145,1639
250944.2176664224,1640
182189.1909962154,1641
220166.87760307165,1642
226642.85111014836,1643
221359.3958579229,1644
181557.9493661784,1645
149208.98358050355,1646
166749.10818686849,1647
139430.79127393969,1648
136743.9612524688,1649
123468.28410348484,1650
119397.29932082532,1651
90809.55836715724,1652
93599.90421560124,1653
160063.97215293298,1654
164780.07663759482,1655
153689.5696826518,1656
157100.22430022457,1657
157589.77385378198,1658
153752.0181942401,1659
141944.95362196525,1660
434247.113089897,1661
395829.06143169483,1662
361022.1331552823,1663
419851.2801376281,1664
322474.19393877446,1665
324880.47010833427,1666
339361.83960985456,1667
333533.03971235995,1668
317473.11859602475,1669
351352.9395361109,1670
261041.6194010095,1671
408629.2650879442,1672
291709.825457752,1673
256376.85786443474,1674
182713.26908701984,1675
187400.7938892432,1676
210868.1852573888,1677
419000.5702990171,1678
365373.9828300752,1679
305625.79770492646,1680
253978.3268426648,1681
300040.6679210943,1682
187745.62772148155,1683
169609.19212363043,1684
174350.6070193358,1685
167911.9555583809,1686
169159.0043037719,1687
184862.36669044054,1688
186876.10521845287,1689
184787.30242959736,1690
177213.37020557266,1691
274409.46404348704,1692
172275.59947222393,1693
182533.99842930952,1694
169627.70282522973,1695
268880.32860619115,1696
171256.1004604776,1697
336907.52474690886,1698
302056.67510412296,1699
238194.4718735678,1700
260317.7126604809,1701
254419.67446131626,1702
254320.87500491797,1703
292468.71974733326,1704
226925.69597733073,1705
376106.5938865842,1706
218512.3147463116,1707
218882.47561955676,1708
305321.70244908496,1709
222105.8080700203,1710
275233.9902193567,1711
231670.63652554213,1712
257488.0345029037,1713
224212.212896364,1714
199131.94350634783,1715
174929.96572402428,1716
169153.45354258822,1717
129746.243797292,1718
201622.37308259596,1719
256052.56132623827,1720
170009.78239627197,1721
122757.63119253953,1722
150529.93344200935,1723
207678.0523997599,1724
229401.33037516728,1725
185412.31806003643,1726
170948.35684969026,1727
188216.40936391935,1728
166108.5058282705,1729
163931.3319833363,1730
122826.46488443867,1731
133626.80055166534,1732
127811.44080927427,1733
127967.58572409327,1734
130048.9332112879,1735
117829.81686113184,1736
345721.39861014584,1737
210187.37089484764,1738
193036.54951896958,1739
182488.2255043245,1740
171267.5200339201,1741
170903.3392435962,1742
174240.21677689377,1743
300324.64546107623,1744
248139.23808738307,1745
241383.69038023215,1746
221245.8310048528,1747
206401.57641809605,1748
162492.67750452986,1749
146114.97846072802,1750
229823.67966776263,1751
125141.99905729736,1752
138321.98145058568,1753
217906.4016470096,1754
164744.37292791295,1755
120460.90475124448,1756
122007.01339726688,1757
148971.52548304692,1758
164770.64668346883,1759
158544.68637986097,1760
150521.17262982522,1761
172275.40545254207,1762
172886.2138948253,1763
119682.65298372382,1764
169075.827246282,1765
170897.74598273664,1766
191538.1307454001,1767
137927.55970993382,1768
182437.34741882957,1769
136670.4169746947,1770
137979.9260831127,1771
141209.67268682548,1772
138690.75711540887,1773
132575.78318819974,1774
131533.42275670232,1775
120002.16022056525,1776
117733.17502560317,1777
127921.29684907848,1778
115778.18669558446,1779
175601.5288730245,1780
132906.10275619442,1781
100110.24006419705,1782
127469.04514971064,1783
88468.94044882536,1784
111370.73873819377,1785
148687.76618432207,1786
159948.23727467193,1787
62788.033215295174,1788
90249.76600778497,1789
84141.13936185568,1790
169952.97707063574,1791
150829.68690133822,1792
132985.58300654351,1793
138221.48992872503,1794
134303.7557095616,1795
117155.77238843222,1796
115931.39299788066,1797
123898.31850841721,1798
113987.19440487794,1799
124805.16744898756,1800
125877.01232799179,1801
152898.81452779795,1802
153395.29079373757,1803
141002.56588271924,1804
132548.22923186905,1805
112270.7842715927,1806
143550.83889274034,1807
118187.68115478526,1808
121377.07253793048,1809
141334.93827576353,1810
109874.10163908289,1811
117432.00385893995,1812
121794.5676117595,1813
100045.050017794,1814
64378.380737239735,1815
95571.16598781514,1816
120584.22490503798,1817
128185.91127984061,1818
115913.36996817564,1819
73500.80943035716,1820
120709.34725610017,1821
142575.69392110067,1822
56201.64250898577,1823
132506.9594734547,1824
131550.8855771291,1825
102110.03273915911,1826
107753.73766762156,1827
134300.24688171264,1828
104211.8425338407,1829
141162.61923454548,1830
168608.4316307241,1831
117669.91087076419,1832
143051.9356753925,1833
126178.18343020277,1834
169451.60364270266,1835
123843.15621591809,1836
100960.99389326813,1837
136235.27115773462,1838
79018.79878545215,1839
157889.17158090073,1840
141929.45365982404,1841
88188.87588355901,1842
136777.32514173805,1843
128666.10046009968,1844
136336.68134496774,1845
147799.108047905,1846
144149.2807378203,1847
67940.80998027221,1848
116434.45849988952,1849
127239.19318782874,1850
149203.1796792392,1851
123297.98221529629,1852
129975.91914924842,1853
177409.08807131927,1854
148785.22946867964,1855
223104.5345861598,1856
156014.5493421133,1857
138976.27086290627,1858
121022.66615167861,1859
148138.965256501,1860
120643.65372759434,1861
258964.66863927024,1862
255912.0822153621,1863
255912.0822153621,1864
330387.1381109239,1865
330650.6260573937,1866
243738.94335098023,1867
295270.9498833781,1868
192695.35433555505,1869
258290.85188782783,1870
254692.79708207384,1871
171849.81031962164,1872
222421.82605292049,1873
136925.48088241962,1874
205974.18879016288,1875
189357.7217818899,1876
209984.8222561588,1877
212340.6045810411,1878
133129.8648185493,1879
136713.09094271096,1880
241984.97739368162,1881
255334.87349177487,1882
197479.1183190746,1883
219804.2922691547,1884
258934.33535693117,1885
299911.3218187788,1886
202555.69961344937,1887
282336.8579328192,1888
166188.55062938758,1889
131040.02764988116,1890
137311.37250117183,1891
112171.01975810541,1892
137009.05320694385,1893
130108.17840092951,1894
148315.58492426737,1895
126258.15808637129,1896
118679.42016089104,1897
104972.7625038054,1898
125501.99683472613,1899
154125.38500533276,1900
159269.68346418743,1901
136806.11864004392,1902
223959.3576349117,1903
134438.9037215276,1904
176724.0207159245,1905
143291.71839090675,1906
196366.435202799,1907
107476.22449686327,1908
132886.894208804,1909
126546.99805533093,1910
189134.74147382408,1911
254242.1584432123,1912
127708.51072843076,1913
58976.526471207035,1914
321987.67703382915,1915
72269.82942743193,1916
259354.94223622137,1917
135248.01090711314,1918
159815.16401448107,1919
146514.77384108136,1920
402536.7255172714,1921
351323.91307123564,1922
210006.39901544942,1923
241452.74369806997,1924
224499.27601217027,1925
371298.6261314453,1926
138755.7684989794,1927
158599.6859428643,1928
125930.74999568099,1929
119413.09043123665,1930
139476.89446920864,1931
133005.6482722026,1932
171717.28702560137,1933
180374.82299080584,1934
175469.46482956695,1935
188741.84069484673,1936
181434.83726596928,1937
161651.09720637513,1938
247725.96342869257,1939
197366.0715945316,1940
178251.70671017788,1941
189835.17505957469,1942
197681.19580721803,1943
316487.27807951235,1944
374091.09751744394,1945
159820.13745123424,1946
303461.5365958338,1947
165292.47161815027,1948
256012.13204999935,1949
182206.02378154683,1950
270955.3223950775,1951
249926.08888041193,1952
163449.22618076278,1953
203213.33422128184,1954
133060.14664662204,1955
267957.4283895121,1956
162707.86198839304,1957
322817.67794368224,1958
139005.22223423762,1959
115004.07865655613,1960
121101.13978724292,1961
91608.85746279336,1962
100616.2461633072,1963
113462.74808053917,1964
155831.92423337995,1965
123414.20393288776,1966
301516.7212454982,1967
349232.12082886434,1968
369708.96599923604,1969
417665.26228182716,1970
