SalePrice,Id
130312.89802050055,1461
153466.39909452814,1462
185427.10986281335,1463
197066.95838680764,1464
190083.10289777734,1465
182297.21592610402,1466
164651.64783863586,1467
178313.48083224535,1468
176793.12560627557,1469
136147.4776081424,1470
196339.46329800412,1471
103031.1285893813,1472
104613.28622014889,1473
154955.68417443128,1474
128297.7846583423,1475
339379.0753786366,1476
242054.98147236204,1477
281385.3412379134,1478
290853.9521020205,1479
351735.44396871614,1480
286108.6096708399,1481
208309.78968266744,1482
194594.54706371343,1483
183355.8489303811,1484
190564.83320830425,1485
200817.66636004232,1486
285547.339633727,1487
218838.51006235342,1488
204529.6985783201,1489
233341.3277515433,1490
199125.1080747189,1491
105169.90456344506,1492
173460.55777878038,1493
264412.8413778596,1494
258063.00470668054,1495
238688.46325395125,1496
182169.73585825134,1497
169805.95452522198,1498
163225.92166596823,1499
170103.33211596563,1500
173065.92244972673,1501
179098.1058522455,1502
250238.79106835535,1503
225348.61976034488,1504
220528.2143823163,1505
171717.7936188351,1506
225642.10454898226,1507
177553.05792111394,1508
150307.50876980083,1509
152451.39014082012,1510
149554.47597411473,1511
165282.4437542168,1512
148332.64745648057,1513
137960.3115315377,1514
166647.58399670926,1515
152560.17347723542,1516
154583.70269028135,1517
139611.3467159589,1518
214737.44239648842,1519
142695.65773621626,1520
145015.7417830568,1521
161102.46626894645,1522
122694.12605035244,1523
122272.29980184502,1524
131142.53904782754,1525
125618.80682049552,1526
115910.62528822993,1527
125284.76593963579,1528
144861.24973608716,1529
161983.019188719,1530
138152.7796899578,1531
105772.63747774046,1532
136056.53308526534,1533
116881.6991524521,1534
147411.15117498956,1535
118372.05069357088,1536
104412.81717186581,1537
138130.40867859632,1538
158214.92613121547,1539
108567.38285472163,1540
133499.12599389153,1541
132334.40684797664,1542
160501.6231536871,1543
101014.61622746504,1544
114105.70583220411,1545
128158.31448544131,1546
137834.91488580476,1547
122755.93487803708,1548
120193.78741583388,1549
134393.1263233746,1550
119292.37208118294,1551
143161.51175957982,1552
127285.13839215873,1553
121962.94301151203,1554
170268.78487425557,1555
112598.88066964198,1556
103510.9385988078,1557
115835.12026018173,1558
112768.12271417331,1559
134433.75964957345,1560
130581.74839203082,1561
134986.75742220946,1562
130436.9076369526,1563
161763.70915026925,1564
162039.40400921935,1565
