SalePrice,Id
5.0078487003505415e-21,1461
4.7621173212473196e-21,1462
9.256235779974086e-21,1463
9.256235779974086e-21,1464
8.385122976033479e-21,1465
8.666267740617567e-21,1466
1.0729534871367257e-20,1467
9.256235779974086e-21,1468
8.112830272423104e-21,1469
5.8210940531905506e-21,1470
9.409705744107361e-21,1471
5.918990984988505e-21,1472
5.918990984988505e-21,1473
6.3267874439439685e-21,1474
6.3267874439439685e-21,1475
1.1269358186022976e-20,1476
1.1269358186022976e-20,1477
1.038367298397967e-20,1478
1.055523049552408e-20,1479
1.0214820385935329e-20,1480
9.885065219501789e-21,1481
1.055523049552408e-20,1482
1.038367298397967e-20,1483
1.055523049552408e-20,1484
1.0214820385935329e-20,1485
1.0214820385935329e-20,1486
9.256235779974086e-21,1487
1.055523049552408e-20,1488
1.1269358186022976e-20,1489
1.038367298397967e-20,1490
1.0214820385935329e-20,1491
4.162617134520026e-21,1492
9.885065219501789e-21,1493
8.524571642238673e-21,1494
8.524571642238673e-21,1495
1.038367298397967e-20,1496
1.0214820385935329e-20,1497
1.0214820385935329e-20,1498
1.038367298397967e-20,1499
1.038367298397967e-20,1500
9.565641635932584e-21,1501
1.0048631370835768e-20,1502
1.1269358186022976e-20,1503
9.565641635932584e-21,1504
9.885065219501789e-21,1505
5.53673019073138e-21,1506
8.524571642238673e-21,1507
6.650380666011613e-21,1508
5.918990984988505e-21,1509
5.444971024029934e-21,1510
5.444971024029934e-21,1511
5.53673019073138e-21,1512
5.265855311579386e-21,1513
9.724081815382344e-21,1514
9.885065219501789e-21,1515
4.162617134520026e-21,1516
1.090662869154173e-20,1517
4.7621173212473196e-21,1518
1.1086555174432769e-20,1519
4.842699370734153e-21,1520
4.842699370734153e-21,1521
4.842699370734153e-21,1522
4.604835141939394e-21,1523
4.305239395223655e-21,1524
4.528094623258072e-21,1525
4.7621173212473196e-21,1526
8.666267740617567e-21,1527
1.0214820385935329e-20,1528
4.924602837548565e-21,1529
7.346401861380156e-21,1530
4.452594735091786e-21,1531
4.162617134520026e-21,1532
4.682836027821094e-21,1533
9.565641635932584e-21,1534
1.1086555174432769e-20,1535
5.092458259904738e-21,1536
5.8210940531905506e-21,1537
1.0048631370835768e-20,1538
9.885065219501789e-21,1539
4.162617134520026e-21,1540
8.666267740617567e-21,1541
9.105193952440286e-21,1542
1.038367298397967e-20,1543
4.162617134520026e-21,1544
4.162617134520026e-21,1545
4.162617134520026e-21,1546
4.162617134520026e-21,1547
4.162617134520026e-21,1548
6.874964219074349e-21,1549
4.162617134520026e-21,1550
4.162617134520026e-21,1551
4.162617134520026e-21,1552
1.1086555174432769e-20,1553
8.524571642238673e-21,1554
4.842699370734153e-21,1555
4.162617134520026e-21,1556
4.162617134520026e-21,1557
4.162617134520026e-21,1558
4.162617134520026e-21,1559
4.162617134520026e-21,1560
5.53673019073138e-21,1561
1.090662869154173e-20,1562
5.629987895336773e-21,1563
6.650380666011613e-21,1564
5.629987895336773e-21,1565
9.724081815382344e-21,1566
4.162617134520026e-21,1567
8.385122976033479e-21,1568
8.112830272423104e-21,1569
7.720399874543188e-21,1570
6.761768450985553e-21,1571
9.256235779974086e-21,1572
1.1269358186022976e-20,1573
5.265855311579386e-21,1574
7.720399874543188e-21,1575
8.524571642238673e-21,1576
1.1269358186022976e-20,1577
8.524571642238673e-21,1578
8.956543031098026e-21,1579
9.256235779974086e-21,1580
1.0214820385935329e-20,1581
6.018483422568919e-21,1582
1.0048631370835768e-20,1583
9.105193952440286e-21,1584
1.0048631370835768e-20,1585
1.0729534871367257e-20,1586
4.452594735091786e-21,1587
5.629987895336773e-21,1588
4.162617134520026e-21,1589
6.3267874439439685e-21,1590
4.7621173212473196e-21,1591
9.409705744107361e-21,1592
4.162617134520026e-21,1593
5.53673019073138e-21,1594
4.162617134520026e-21,1595
7.469072444298748e-21,1596
